label,ext_thumb,dirz_thumb,z_thumb,r_thumb,ext_index,dirz_index,z_index,r_index,ext_middle,dirz_middle,z_middle,r_middle,ext_ring,dirz_ring,z_ring,r_ring,ext_pinky,dirz_pinky,z_pinky,r_pinky,theta_index_middle,theta_middle_ring,theta_ring_pinky,theta_thumb_index,delta_index_middle,delta_index_ring,delta_thumb_index,ang_index_PIP,ang_index_DIP
O,0.056381,0.384521,0.639662,0.920622,0.282305,0.88506,0.702314,0.613623,0.291858,0.917371,0.756982,0.681891,0.265888,0.849598,0.663403,0.763821,0.252924,0.97433,0.567492,0.748643,0.176396,0.187216,0.403795,1.568337,0.290395,0.624054,0.643025,2.072113,2.516092
O,0.061451,0.435797,0.699125,0.944455,0.275368,0.930387,0.761856,0.683195,0.285828,0.953908,0.824524,0.734499,0.265663,0.877234,0.716418,0.785807,0.249367,0.9769,0.603035,0.730115,0.157949,0.218109,0.445031,1.415705,0.289309,0.656942,0.574389,2.111808,2.517742
O,0.058612,0.391043,0.705644,0.975194,0.273877,0.941394,0.793093,0.709679,0.281004,0.967349,0.887586,0.783822,0.266579,0.882278,0.759931,0.804902,0.237861,0.984026,0.681567,0.775979,0.15802,0.244484,0.44023,1.454445,0.279979,0.658134,0.594072,2.146869,2.53802
O,0.06569,0.415618,0.715026,0.999879,0.287658,0.917099,0.739964,0.658153,0.280757,0.944521,0.862528,0.781763,0.255117,0.867593,0.769288,0.856025,0.245639,0.979924,0.670444,0.792739,0.11373,0.22609,0.427543,1.493337,0.343675,0.68708,0.638198,2.034669,2.419856
O,0.077291,0.368226,0.707359,1.055179,0.279718,0.93557,0.746775,0.66603,0.27132,0.955051,0.890711,0.800521,0.249056,0.885129,0.810989,0.882162,0.248645,0.989505,0.709415,0.826386,0.0645,0.233045,0.402901,1.516442,0.379,0.726253,0.680302,2.03824,2.472216
O,0.074849,0.354551,0.675782,1.038796,0.285058,0.901668,0.722407,0.63337,0.282135,0.919972,0.828985,0.762224,0.247648,0.853777,0.76325,0.884568,0.241957,0.990658,0.668366,0.833189,0.058024,0.21131,0.423196,1.596186,0.371306,0.722107,0.738524,2.023613,2.475188
O,0.059432,0.340148,0.730353,1.115517,0.286157,0.909161,0.768288,0.665481,0.290668,0.919952,0.904073,0.833813,0.245457,0.866924,0.809223,0.913813,0.225604,0.990665,0.741568,0.896248,0.028583,0.200057,0.386413,1.599772,0.412636,0.722098,0.804082,2.056873,2.448106
O,0.08575,0.334158,0.696421,1.085051,0.287396,0.910815,0.753788,0.65718,0.284281,0.91178,0.888607,0.82916,0.242781,0.866278,0.814882,0.930641,0.234447,0.988036,0.742537,0.916589,0.007193,0.17831,0.36957,1.599695,0.432125,0.746234,0.781061,2.004077,2.436643
O,0.074467,0.349525,0.696745,1.031205,0.28863,0.896936,0.751018,0.649948,0.283729,0.913158,0.888683,0.830115,0.237746,0.879605,0.806568,0.918116,0.22006,0.977859,0.742527,0.949834,0.05243,0.131875,0.330729,1.564749,0.406808,0.706169,0.744219,2.036914,2.439649
O,0.044355,0.32064,0.713239,1.07468,0.287604,0.878447,0.764474,0.648759,0.279216,0.903852,0.876523,0.816261,0.240663,0.881751,0.792497,0.909143,0.216333,0.974439,0.718646,0.92477,0.08301,0.089355,0.309081,1.59534,0.393918,0.684205,0.816168,2.063691,2.480521
X,0.180576,0.532296,0.940444,0.859471,0.183764,0.352619,0.50482,1.500432,0.264959,0.921552,0.651508,0.775127,0.359415,0.91873,0.495125,0.461345,0.295866,0.813547,0.565508,0.530335,0.817789,0.800182,0.648544,0.464152,0.924596,1.555861,1.334805,2.507696,2.435664
X,0.24092,0.47348,0.918428,0.832043,0.178307,0.366716,0.520368,1.357862,0.371283,0.912287,0.489613,0.424992,0.414747,0.881069,0.327527,0.405363,0.371733,0.857337,0.392483,0.480807,1.35254,0.312789,0.874534,0.467449,1.208521,1.430091,1.174571,2.686952,2.271232
X,0.203593,0.562223,0.965038,0.918013,0.146894,0.309028,0.443041,1.402289,0.311633,0.926868,0.622097,0.616741,0.336726,0.889002,0.42544,0.535166,0.335741,0.958268,0.432871,0.562612,1.18508,0.316874,0.754588,0.331799,1.201141,1.473053,1.169346,2.722767,2.529872
X,0.202657,0.635419,1.02737,1.000127,0.201121,0.395024,0.50275,1.297007,0.145949,0.654578,0.63768,1.103889,0.33829,0.947946,0.459374,0.5131,0.355362,0.879857,0.413177,0.509964,0.309853,1.115335,0.698091,0.300819,0.429079,1.310697,1.085529,2.537998,2.30383
X,0.2053,0.62318,1.054366,1.029916,0.190095,0.443996,0.574384,1.361037,0.123399,0.500966,0.547007,1.270958,0.328499,0.953443,0.518339,0.505515,0.342268,0.84162,0.463625,0.517827,0.110714,1.351889,0.535186,0.268736,0.308893,1.362189,1.095155,2.622678,2.26318
X,0.196386,0.584414,0.950829,0.96623,0.188305,0.432168,0.51721,1.275087,0.117563,0.544565,0.574061,1.215272,0.304077,0.994375,0.539135,0.536881,0.319795,0.878103,0.495643,0.528732,0.151473,1.100969,0.522081,0.198129,0.323328,1.203228,0.966389,2.55456,2.360376
X,0.206978,0.534623,0.991111,0.93594,0.167102,0.415829,0.552237,1.323668,0.366075,0.985332,0.587602,0.489189,0.378171,0.940815,0.454944,0.425461,0.333327,0.897602,0.498825,0.526841,1.272722,0.228012,0.573137,0.246486,1.131962,1.352335,1.015175,2.66108,2.410877
X,0.173469,0.576424,1.040472,1.013958,0.179507,0.352381,0.543171,1.494004,0.32513,0.966998,0.719604,0.678106,0.37004,0.817029,0.447258,0.500029,0.352424,0.769991,0.452676,0.503738,1.216185,0.570523,0.806278,0.270716,1.271144,1.659371,1.189177,2.612999,2.35814
X,0.15253,0.609718,0.879814,0.89266,0.155519,0.540374,0.7454,1.453031,0.342469,0.934981,0.710807,0.671676,0.346916,0.752786,0.488965,0.669178,0.334138,0.850747,0.428627,0.569118,1.145013,0.437354,0.797106,0.156163,1.25129,1.672112,1.088272,2.721261,2.628439
X,0.220251,0.496675,0.963281,0.888833,0.161436,0.452365,0.652585,1.431633,0.400376,0.951363,0.47264,0.394312,0.410084,0.796949,0.311031,0.382195,0.348086,0.846602,0.420763,0.488134,1.282221,0.420357,0.858534,0.310079,1.235371,1.510479,1.107281,2.700845,2.432782
X,0.18926,0.500975,0.932778,0.912144,0.159791,0.507148,0.713249,1.427818,0.349231,0.970251,0.695595,0.586461,0.333344,0.876912,0.550021,0.496859,0.321192,0.809023,0.545973,0.536187,1.260074,0.343202,0.544653,0.228314,1.265966,1.481815,0.984763,2.68158,2.355027
X,0.218814,0.590383,0.976194,0.927567,0.165708,0.421511,0.585598,1.372664,0.386045,0.904377,0.47323,0.395352,0.395361,0.693115,0.294439,0.37325,0.358524,0.760722,0.365702,0.469688,1.403579,0.545083,0.928188,0.228544,1.253812,1.516919,1.099132,2.735795,2.342208
X,0.117868,0.506911,0.775991,0.851996,0.162641,0.518403,0.770286,1.538236,0.332336,0.937053,0.762096,0.687982,0.35677,0.735523,0.557627,0.71978,0.318918,0.823049,0.509909,0.617105,1.304851,0.398194,0.754406,0.184017,1.395996,1.814622,1.13188,2.677049,2.564748
X,0.280359,0.530375,0.922555,0.877292,0.185367,0.420297,0.625915,1.354245,0.295953,0.916707,0.730578,0.669262,0.357507,0.921314,0.510676,0.5362,0.34145,0.865852,0.509946,0.519683,1.095582,0.397112,0.879418,0.162076,1.103973,1.336065,1.01422,3.054376,1.970728
T,0.138417,0.076992,0.506166,0.676603,0.348067,0.743933,0.492929,0.479436,0.445589,0.576729,0.315759,0.317311,0.429658,0.373619,0.300328,0.479044,0.434843,0.409294,0.319409,0.60169,0.414836,0.275042,0.229768,2.050178,0.273218,0.501026,0.759213,1.551641,2.485818
T,0.122108,0.139895,0.594712,0.687159,0.343271,0.76229,0.560837,0.525568,0.433631,0.566717,0.328523,0.335116,0.418753,0.372112,0.31708,0.506524,0.462567,0.42774,0.305522,0.603859,0.408551,0.274194,0.191279,1.9938,0.312182,0.519758,0.722611,1.694741,2.336312
T,0.104585,0.147701,0.593681,0.712418,0.33616,0.755811,0.581811,0.546165,0.424984,0.596926,0.35805,0.354067,0.415395,0.342107,0.301771,0.506691,0.452705,0.356307,0.28696,0.599353,0.361779,0.349933,0.208674,2.004635,0.297387,0.510545,0.768165,1.665578,2.448059
T,0.114224,0.160969,0.606463,0.726373,0.340564,0.792503,0.558979,0.531106,0.42719,0.648366,0.381628,0.345847,0.413034,0.453753,0.358872,0.480067,0.423398,0.432384,0.335847,0.608257,0.341316,0.292146,0.204428,1.950564,0.302101,0.511255,0.730757,1.637194,2.451297
T,0.090645,0.171472,0.592961,0.729973,0.356361,0.718548,0.519927,0.495879,0.424271,0.636831,0.374058,0.349328,0.410327,0.416096,0.348726,0.494275,0.436258,0.403096,0.308561,0.594342,0.302232,0.344057,0.242083,2.011834,0.261447,0.460984,0.770936,1.589491,2.364633
T,0.122002,0.188526,0.655671,0.709844,0.356548,0.681101,0.518309,0.493032,0.433849,0.574986,0.338381,0.331951,0.405184,0.407681,0.354597,0.51568,0.435726,0.424627,0.323643,0.606127,0.336238,0.274221,0.208344,2.028388,0.26786,0.451444,0.746494,1.711104,2.267098
T,0.114455,0.163884,0.592766,0.71526,0.362383,0.665933,0.46808,0.433092,0.421926,0.58747,0.337877,0.338914,0.40374,0.390325,0.34539,0.529304,0.443773,0.485052,0.349143,0.635061,0.340315,0.29108,0.230411,2.073283,0.241168,0.480194,0.737086,1.5831,2.299573
T,0.1195,0.075974,0.480969,0.681257,0.295623,0.914679,0.709488,0.626868,0.421484,0.613627,0.342141,0.34476,0.407876,0.364274,0.321905,0.524278,0.446344,0.423248,0.321817,0.630777,0.587079,0.315772,0.197587,1.813306,0.449735,0.674115,0.697701,1.864961,2.412085
T,0.127095,0.074888,0.479924,0.683759,0.310676,0.861353,0.642975,0.596843,0.42746,0.679481,0.371088,0.330454,0.411366,0.481672,0.371821,0.494599,0.426301,0.54979,0.37319,0.616738,0.382726,0.295479,0.197025,1.933335,0.358549,0.555777,0.755158,1.707265,2.498899
T,0.138743,0.066054,0.505242,0.639895,0.307045,0.895859,0.655788,0.596189,0.440494,0.616856,0.354502,0.35917,0.422158,0.35169,0.298255,0.505356,0.430989,0.450981,0.357518,0.636249,0.584209,0.312115,0.183575,1.838416,0.369697,0.62657,0.687414,1.865393,2.427066
T,0.155125,0.173584,0.614492,0.661068,0.321193,0.811394,0.607627,0.572275,0.445488,0.520122,0.302436,0.345008,0.43063,0.27029,0.244623,0.485139,0.419668,0.32805,0.294435,0.596141,0.53657,0.302278,0.228329,1.875844,0.360146,0.576047,0.685537,1.892875,2.397712
T,0.156678,0.13748,0.59863,0.649193,0.326853,0.81874,0.629584,0.594789,0.438196,0.582577,0.37326,0.399905,0.428329,0.345397,0.297734,0.500781,0.415998,0.372684,0.32911,0.624738,0.465547,0.28994,0.19914,1.894457,0.329692,0.563724,0.722992,1.965999,2.264807
T,0.152925,0.153518,0.6268,0.673305,0.324686,0.825966,0.637459,0.579112,0.433475,0.603696,0.394055,0.400199,0.429366,0.348718,0.29664,0.506042,0.415316,0.371996,0.322923,0.619969,0.467177,0.318961,0.239816,1.833528,0.326814,0.576736,0.704557,1.951548,2.319023
T,0.158577,0.121893,0.577296,0.654086,0.347603,0.819475,0.570512,0.50137,0.455845,0.615591,0.341663,0.320145,0.437891,0.400419,0.28428,0.474419,0.418791,0.374419,0.289827,0.597691,0.521474,0.263693,0.339842,1.750246,0.297566,0.555996,0.68711,1.957448,2.210326
T,0.159182,0.133788,0.532344,0.653543,0.376263,0.681596,0.441184,0.447662,0.464703,0.649215,0.336934,0.311693,0.441234,0.487432,0.320087,0.445459,0.41054,0.443239,0.342127,0.607806,0.436601,0.203174,0.254345,1.927562,0.205132,0.461261,0.773651,1.622671,2.290426
H,0.240739,0.140181,0.712023,0.649321,0.105225,0.187662,0.37463,1.517483,0.101144,0.283178,0.42359,1.679003,0.363404,0.726121,0.611807,0.587609,0.360965,0.687799,0.511027,0.671096,0.112529,2.032627,0.263041,0.571932,0.322152,1.917693,1.334639,2.980808,2.656624
H,0.233065,0.203724,0.756918,0.727341,0.117205,0.026122,0.172177,1.527608,0.077608,0.169455,0.243588,1.630226,0.368641,0.800582,0.633278,0.556742,0.358833,0.76106,0.559838,0.657425,0.154664,2.002877,0.222423,0.58508,0.293283,1.903219,1.343872,2.92574,2.603322
H,0.186558,0.260725,0.898268,0.885917,0.13733,-0.114245,0.000385,1.566068,0.085175,-0.09796,-0.152653,1.810695,0.341385,0.877858,0.740658,0.596781,0.338325,0.751222,0.647,0.68532,0.086524,2.123303,0.285661,0.502553,0.370855,1.925921,1.402378,2.908272,2.547598
H,0.195001,0.216548,0.804401,0.790784,0.122042,-0.060323,0.066104,1.525063,0.09172,-0.046493,-0.072208,1.797684,0.334141,0.888992,0.756404,0.618407,0.331213,0.786475,0.639447,0.667398,0.155694,2.045444,0.288493,0.4281,0.331877,1.869681,1.294241,2.988088,2.580186
H,0.208709,0.175491,0.758914,0.768246,0.11907,-0.086683,0.035601,1.522786,0.088285,-0.020911,-0.030934,1.71887,0.349847,0.869259,0.699469,0.567138,0.343057,0.779783,0.615368,0.65048,0.160617,2.050724,0.271896,0.487854,0.256219,1.865879,1.31074,2.979772,2.627586
H,0.188784,0.198207,0.793932,0.795636,0.125276,-0.140384,-0.032447,1.539251,0.076249,-0.111647,-0.16889,1.762761,0.306771,0.960126,0.821684,0.656851,0.321238,0.872106,0.688523,0.674074,0.092843,1.934509,0.292817,0.535155,0.33507,1.844253,1.35773,2.90358,2.638386
H,0.18102,0.258204,0.811083,0.77915,0.118573,-0.119596,-0.019151,1.488187,0.094669,-0.030119,-0.043633,1.684349,0.333759,0.889438,0.734318,0.611262,0.338742,0.815022,0.597379,0.662105,0.12322,2.050229,0.250202,0.479914,0.31581,1.853612,1.333181,2.906709,2.655972
H,0.213991,0.209272,0.743731,0.733059,0.129627,0.044426,0.192084,1.471928,0.085842,0.111558,0.161217,1.643668,0.333329,0.86887,0.747707,0.628523,0.341428,0.779396,0.601642,0.642248,0.099845,1.90296,0.251568,0.478645,0.311241,1.81067,1.189721,2.945046,2.508389
H,0.245247,0.160997,0.689776,0.655717,0.111543,0.16741,0.337871,1.449145,0.098699,0.2551,0.352135,1.557812,0.382279,0.710171,0.500915,0.441069,0.362316,0.655743,0.488579,0.601994,0.109905,2.047508,0.284153,0.544809,0.289447,1.741886,1.223888,2.988955,2.59104
H,0.217545,0.107191,0.638717,0.738026,0.129869,0.112922,0.262641,1.424341,0.101513,0.208052,0.289045,1.564721,0.373781,0.740193,0.435302,0.362405,0.350341,0.575474,0.400652,0.519013,0.146259,2.05388,0.393496,0.489007,0.257544,1.665831,1.174074,2.9438,2.574783
H,0.220367,0.264136,0.85923,0.774029,0.123111,0.371358,0.590152,1.399955,0.129176,0.442706,0.626934,1.571158,0.374293,0.697265,0.520564,0.450711,0.367766,0.542125,0.431199,0.530096,0.1319,1.851017,0.366228,0.462196,0.299207,1.642378,1.096061,2.900347,2.60316
H,0.213364,0.306411,0.861617,0.749226,0.119415,0.428584,0.627829,1.372371,0.128813,0.478333,0.63816,1.492294,0.38995,0.570966,0.407519,0.404081,0.385139,0.386189,0.310497,0.520367,0.095864,1.995369,0.386345,0.442527,0.307388,1.638386,1.099619,2.977996,2.601755
